Well,Group,Type,Sample,Wavelength [Ex],plate_ID,order_reading,Abs.x,Time [s].x,Abs.y,Time [s].y,Well_row,Well_col,Time_1,Time_2,plate_ID_int,true_conc
G01,Group 1,Standard,CAL40001,450,plate_83,145,1.4126,3.33,1.4093,145.6,1,G,3.33,145.6,80,80
G24,Group 1,Standard,CAL40002,450,plate_83,168,1.3964,3.56,1.3828,167.06,24,G,3.56,167.06,80,80
I01,Group 1,Standard,CAL50001,450,plate_83,193,0.6319,4.44,0.6245,190.56,1,I,4.44,190.56,80,40
I24,Group 1,Standard,CAL50002,450,plate_83,216,0.6419,4.67,0.6302,212.03,24,I,4.67,212.03,80,40
K01,Group 1,Standard,CAL60001,450,plate_83,241,0.3172,5.55,0.3116,235.53,1,K,5.55,235.53,80,20
K24,Group 1,Standard,CAL60002,450,plate_83,264,0.3462,5.78,0.3336,256.99,24,K,5.78,256.99,80,20
M01,Group 1,Standard,CAL70001,450,plate_83,289,0.1684,6.67,0.1648,280.5,1,M,6.67,280.5,80,10
M24,Group 1,Standard,CAL70002,450,plate_83,312,0.1884,6.9,0.1772,301.96,24,M,6.9,301.96,80,10
A01,Group 1,Standard,CAL10001,450,plate_84,1,2.7627,0,2.7589,9.48,1,A,0,9.48,81,200
A24,Group 1,Standard,CAL10002,450,plate_84,24,2.4158,0.23,2.4128,30.95,24,A,0.23,30.95,81,200
C01,Group 1,Standard,CAL20001,450,plate_84,49,2.4133,1.12,2.4183,54.45,1,C,1.12,54.45,81,150
C24,Group 1,Standard,CAL20002,450,plate_84,72,2.0692,1.35,2.0654,75.91,24,C,1.35,75.91,81,150
E01,Group 1,Standard,CAL30001,450,plate_84,97,1.8122,2.23,1.8059,99.42,1,E,2.23,99.42,81,100
E24,Group 1,Standard,CAL30002,450,plate_84,120,1.6048,2.46,1.5968,120.88,24,E,2.46,120.88,81,100
G01,Group 1,Standard,CAL40001,450,plate_84,145,1.4146,3.34,1.4102,144.38,1,G,3.34,144.38,81,80
G24,Group 1,Standard,CAL40002,450,plate_84,168,1.1822,3.57,1.1726,165.85,24,G,3.57,165.85,81,80
I01,Group 1,Standard,CAL50001,450,plate_84,193,0.677,4.45,0.6698,189.35,1,I,4.45,189.35,81,40
I24,Group 1,Standard,CAL50002,450,plate_84,216,0.5726,4.68,0.563,210.81,24,I,4.68,210.81,81,40
K01,Group 1,Standard,CAL60001,450,plate_84,241,0.328,5.56,0.3223,234.31,1,K,5.56,234.31,81,20
K24,Group 1,Standard,CAL60002,450,plate_84,264,0.2851,5.79,0.2755,255.78,24,K,5.79,255.78,81,20
M01,Group 1,Standard,CAL70001,450,plate_84,289,0.1806,6.67,0.1764,279.28,1,M,6.67,279.28,81,10
M24,Group 1,Standard,CAL70002,450,plate_84,312,0.1644,6.9,0.1567,300.74,24,M,6.9,300.74,81,10
A01,Group 1,Standard,CAL10001,450,plate_85,1,2.6962,0,2.7039,10.67,1,A,0,10.67,82,200
A24,Group 1,Standard,CAL10002,450,plate_85,24,2.538,0.23,2.5376,32.14,24,A,0.23,32.14,82,200
C01,Group 1,Standard,CAL20001,450,plate_85,49,2.3088,1.11,2.3105,55.64,1,C,1.11,55.64,82,150
C24,Group 1,Standard,CAL20002,450,plate_85,72,2.0882,1.34,2.0863,77.1,24,C,1.34,77.1,82,150
E01,Group 1,Standard,CAL30001,450,plate_85,97,1.7481,2.22,1.7439,100.6,1,E,2.22,100.6,82,100
E24,Group 1,Standard,CAL30002,450,plate_85,120,1.5448,2.45,1.5387,122.07,24,E,2.45,122.07,82,100
G01,Group 1,Standard,CAL40001,450,plate_85,145,1.2835,3.33,1.2828,145.57,1,G,3.33,145.57,82,80
G24,Group 1,Standard,CAL40002,450,plate_85,168,1.296,3.56,1.2859,167.03,24,G,3.56,167.03,82,80
I01,Group 1,Standard,CAL50001,450,plate_85,193,0.596,4.44,0.5917,190.54,1,I,4.44,190.54,82,40
I24,Group 1,Standard,CAL50002,450,plate_85,216,0.586,4.67,0.5752,212,24,I,4.67,212,82,40
K01,Group 1,Standard,CAL60001,450,plate_85,241,0.2935,5.55,0.2896,235.5,1,K,5.55,235.5,82,20
K24,Group 1,Standard,CAL60002,450,plate_85,264,0.3089,5.78,0.2965,256.97,24,K,5.78,256.97,82,20
M01,Group 1,Standard,CAL70001,450,plate_85,289,0.1564,6.66,0.1544,280.47,1,M,6.66,280.47,82,10
M24,Group 1,Standard,CAL70002,450,plate_85,312,0.0735,6.89,0.0624,301.93,24,M,6.89,301.93,82,10
A01,Group 1,Standard,CAL10001,450,plate_9,1,2.5816,0,2.5796,9.46,1,A,0,9.46,83,200
A24,Group 1,Standard,CAL10002,450,plate_9,24,2.5766,0.23,2.5701,30.92,24,A,0.23,30.92,83,200
C01,Group 1,Standard,CAL20001,450,plate_9,49,1.9581,1.11,1.9576,54.43,1,C,1.11,54.43,83,150
C24,Group 1,Standard,CAL20002,450,plate_9,72,2.3393,1.34,2.333,75.89,24,C,1.34,75.89,83,150
E01,Group 1,Standard,CAL30001,450,plate_9,97,1.4426,2.22,1.4382,99.39,1,E,2.22,99.39,83,100
E24,Group 1,Standard,CAL30002,450,plate_9,120,1.5416,2.45,1.5313,120.86,24,E,2.45,120.86,83,100
G01,Group 1,Standard,CAL40001,450,plate_9,145,1.3788,3.33,1.3725,144.36,1,G,3.33,144.36,83,80
G24,Group 1,Standard,CAL40002,450,plate_9,168,1.2123,3.56,1.2026,165.82,24,G,3.56,165.82,83,80
I01,Group 1,Standard,CAL50001,450,plate_9,193,0.6403,4.45,0.6342,189.32,1,I,4.45,189.32,83,40
I24,Group 1,Standard,CAL50002,450,plate_9,216,0.671,4.68,0.6598,210.79,24,I,4.68,210.79,83,40
K01,Group 1,Standard,CAL60001,450,plate_9,241,0.3506,5.56,0.3446,234.29,1,K,5.56,234.29,83,20
K24,Group 1,Standard,CAL60002,450,plate_9,264,0.3213,5.79,0.3121,255.75,24,K,5.79,255.75,83,20
M01,Group 1,Standard,CAL70001,450,plate_9,289,0.1845,6.67,0.1805,279.26,1,M,6.67,279.26,83,10
M24,Group 1,Standard,CAL70002,450,plate_9,312,0.1737,6.9,0.1668,300.72,24,M,6.9,300.72,83,10
